campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,mes_inicio,mes_fin,año_inicio,año_fin,trimestre_inicio,trimestre_fin,roi_category,conversion_rate_category,performance_category,cost_per_conversion
Centralized contextually-based middleware,2023-03-03,2024-05-28,12949.94,0.97,social media,B2B,referral,0.77,494905.94,481956.0,3,5,2023,2024,1,2,Alto,Alto,Excelente,16818.103896103898
Switchable modular solution,2022-09-21,2024-07-13,9569.17,0.78,webinar,B2B,promotion,0.55,571288.98,561719.8099999999,9,7,2022,2024,3,3,Alto,Medio,Bueno,17398.49090909091
Reverse-engineered next generation emulation,2023-02-04,2024-07-16,88518.7,0.38,email,B2B,promotion,0.58,177753.54,89234.84000000001,2,7,2023,2024,1,3,Medio,Medio,Bueno,152618.4482758621
Quality-focused mission-critical analyzer,2023-03-01,2023-12-08,25282.77,0.72,podcast,B2B,promotion,0.61,416092.89,390810.12,3,12,2023,2023,1,4,Alto,Alto,Excelente,41447.16393442623
Innovative local workforce,2022-09-19,2023-10-07,17151.7,0.6,webinar,B2B,referral,0.8,519646.35,502494.64999999997,9,10,2022,2023,3,4,Medio,Alto,Bueno,21439.625
Expanded scalable process improvement,2022-10-09,2024-07-03,53821.3,0.58,webinar,B2C,organic,0.64,504842.98,451021.68,10,7,2022,2024,4,3,Medio,Alto,Bueno,84095.78125
Devolved responsive software,2023-06-20,2024-04-08,57242.0,0.45,podcast,B2B,referral,0.39,303600.48,246358.47999999998,6,4,2023,2024,2,2,Medio,Medio,Bueno,146774.35897435897
Object-based bandwidth-monitored moderator,2023-03-04,2023-08-21,60540.16,0.37,social media,B2B,paid,0.77,363933.17,303393.01,3,8,2023,2023,1,3,Medio,Alto,Bueno,78623.58441558442
Realigned responsive Graphical User Interface,2023-04-01,2024-02-26,58942.77,0.62,webinar,B2B,promotion,0.36,21603.2,-37339.56999999999,4,2,2023,2024,2,1,Alto,Medio,Bueno,163729.91666666666
User-friendly directional ability,2023-02-19,2024-05-04,29071.82,0.63,podcast,B2B,referral,0.76,230294.51,201222.69,2,5,2023,2024,1,2,Alto,Alto,Excelente,38252.39473684211
Open-source intermediate benchmark,2022-11-04,2023-10-18,5676.22,0.6,podcast,B2C,organic,0.2,173724.64,168048.42,11,10,2022,2023,4,4,Medio,Bajo,Regular,28381.1
Function-based zero-defect policy,2023-03-14,2024-04-29,73071.43,0.6,email,B2B,organic,0.71,495585.22,422513.79,3,4,2023,2024,1,2,Medio,Alto,Bueno,102917.50704225352
Face-to-face grid-enabled workforce,2022-11-27,2023-08-31,82353.71,0.18,podcast,B2C,paid,0.12,460827.6,378473.88999999996,11,8,2022,2023,4,3,Bajo,Bajo,Regular,686280.9166666667
Cross-platform secondary functionalities,2023-04-15,2024-06-29,98712.39,0.22,email,B2C,organic,0.42,755879.46,657167.07,4,6,2023,2024,2,2,Bajo,Medio,Regular,235029.5
Implemented multi-tasking emulation,2022-11-13,2024-07-30,10934.43,0.26,webinar,B2C,promotion,0.66,892351.21,881416.7799999999,11,7,2022,2024,4,3,Bajo,Alto,Regular,16567.31818181818
Self-enabling incremental success,2023-07-14,2024-05-09,17049.14,0.4,podcast,B2B,referral,0.49,571810.89,554761.75,7,5,2023,2024,3,2,Medio,Medio,Bueno,34794.163265306124
Cloned contextually-based contingency,2023-03-30,2024-06-19,85238.23,0.59,social media,B2C,paid,0.92,595765.41,510527.18000000005,3,6,2023,2024,1,2,Medio,Alto,Bueno,92650.24999999999
Self-enabling intermediate time-frame,2022-11-13,2023-11-27,55709.15,0.56,social media,B2B,promotion,0.73,681690.46,625981.3099999999,11,11,2022,2023,4,4,Medio,Alto,Bueno,76313.90410958904
Organic 3rdgeneration conglomeration,2023-03-31,2023-10-26,39804.32,0.13,webinar,B2C,referral,0.52,522492.25,482687.93,3,10,2023,2023,1,4,Bajo,Medio,Regular,76546.76923076923
Managed bandwidth-monitored time-frame,2023-02-21,2023-10-17,92196.9,0.4,email,B2B,promotion,0.87,398617.27,306420.37,2,10,2023,2023,1,4,Medio,Alto,Bueno,105973.44827586206
Extended executive budgetary management,2023-06-25,2023-09-13,73821.98,0.81,email,B2C,promotion,0.35,173058.11,99236.12999999999,6,9,2023,2023,2,3,Alto,Medio,Bueno,210919.94285714286
Fully-configurable human-resource encryption,2022-11-05,2023-08-13,57144.48,0.75,webinar,B2C,referral,0.9,516187.33,459042.85000000003,11,8,2022,2023,4,3,Alto,Alto,Excelente,63493.86666666667
Organic directional utilization,2022-08-11,2024-01-31,24300.83,0.57,podcast,B2B,referral,0.64,764590.33,740289.5,8,1,2022,2024,3,1,Medio,Alto,Bueno,37970.046875
Enhanced empowering conglomeration,2022-11-26,2023-08-08,94697.82,0.22,podcast,B2C,paid,0.78,347899.84,253202.02000000002,11,8,2022,2023,4,3,Bajo,Alto,Regular,121407.46153846155
Open-architected asymmetric extranet,2023-06-14,2024-04-07,97456.14,0.3,social media,B2B,organic,0.63,256244.86,158788.71999999997,6,4,2023,2024,2,2,Bajo,Alto,Regular,154692.2857142857
Multi-lateral 6thgeneration benchmark,2022-09-02,2024-04-22,87665.6,0.51,podcast,B2B,promotion,0.56,10257.4,-77408.20000000001,9,4,2022,2024,3,2,Medio,Medio,Bueno,156545.7142857143
Fully-configurable asymmetric moderator,2023-03-16,2023-12-29,86652.2,0.66,social media,B2C,promotion,0.56,261296.54,174644.34000000003,3,12,2023,2023,1,4,Alto,Medio,Bueno,154736.07142857142
Balanced mission-critical budgetary management,2022-11-27,2023-08-22,69094.64,0.8,email,B2B,referral,0.49,709300.16,640205.52,11,8,2022,2023,4,3,Alto,Medio,Bueno,141009.4693877551
Robust contextually-based knowledgebase,2022-08-21,2024-07-09,97758.67,0.33,podcast,B2C,referral,0.82,624479.51,526720.84,8,7,2022,2024,3,3,Medio,Alto,Bueno,119217.89024390244
Extended solution-oriented capacity,2022-12-04,2024-04-16,83834.2,0.33,webinar,B2B,organic,0.31,896314.18,812479.9800000001,12,4,2022,2024,4,2,Medio,Medio,Bueno,270432.9032258064
Persistent upward-trending Graphical User Interface,2023-06-01,2024-07-03,14858.38,0.12,email,B2B,promotion,0.57,317944.61,303086.23,6,7,2023,2024,2,3,Bajo,Medio,Regular,26067.333333333336
Multi-tiered disintermediate parallelism,2023-05-11,2024-05-15,57198.5,0.9,email,B2C,referral,0.38,918303.1,861104.6,5,5,2023,2024,2,2,Alto,Medio,Bueno,150522.36842105264
Intuitive well-modulated support,2022-08-14,2024-07-30,94357.67,0.8,email,B2C,organic,0.14,988161.51,893803.84,8,7,2022,2024,3,3,Alto,Bajo,Regular,673983.357142857
Function-based zero-defect capability,2023-04-06,2024-03-11,19142.15,0.51,podcast,B2C,referral,0.18,597625.15,578483.0,4,3,2023,2024,2,1,Medio,Bajo,Regular,106345.2777777778
Integrated national architecture,2023-07-14,2024-07-31,32039.7,0.86,social media,B2B,referral,0.97,334033.28,301993.58,7,7,2023,2024,3,3,Alto,Alto,Excelente,33030.61855670103
Horizontal tangible focus group,2023-07-18,2024-05-07,82834.56,0.4,email,B2C,paid,0.18,592739.43,509904.87000000005,7,5,2023,2024,3,2,Medio,Bajo,Regular,460192.0
Reduced needs-based approach,2023-03-10,2024-06-22,86489.51,0.77,webinar,B2C,paid,0.76,815566.88,729077.37,3,6,2023,2024,1,2,Alto,Alto,Excelente,113801.98684210525
Robust human-resource instruction set,2022-09-20,2023-12-25,67375.9,0.25,webinar,B2B,referral,0.77,513716.43,446340.53,9,12,2022,2023,3,4,Bajo,Alto,Regular,87501.16883116882
Grass-roots asynchronous knowledgebase,2023-05-10,2023-12-09,17355.98,0.74,social media,B2B,referral,0.48,9695.94,-7660.039999999999,5,12,2023,2023,2,4,Alto,Medio,Bueno,36158.291666666664
Synergized 24/7 interface,2022-11-09,2023-08-02,22675.22,0.52,webinar,B2B,referral,0.78,402920.91,380245.68999999994,11,8,2022,2023,4,3,Medio,Alto,Bueno,29070.79487179487
Re-contextualized uniform interface,2022-12-28,2023-10-02,68727.53,0.33,webinar,B2B,referral,0.12,266449.67,197722.13999999998,12,10,2022,2023,4,4,Medio,Bajo,Regular,572729.4166666666
Automated executive moderator,2022-09-03,2024-01-06,65864.61,0.29,social media,B2B,promotion,0.19,999317.92,933453.31,9,1,2022,2024,3,1,Bajo,Bajo,Regular,346655.84210526315
Front-line national Graphic Interface,2022-12-08,2024-04-29,20823.67,0.81,email,B2C,paid,0.38,648404.63,627580.96,12,4,2022,2024,4,2,Alto,Medio,Bueno,54799.13157894737
Function-based 3rdgeneration Graphical User Interface,2023-03-23,2023-11-07,22088.95,0.31,podcast,B2C,organic,0.71,693169.8,671080.8500000001,3,11,2023,2023,1,4,Medio,Alto,Bueno,31111.197183098593
Customizable bi-directional functionalities,2023-01-11,2023-08-15,39804.7,0.36,email,B2C,promotion,0.96,914417.1,874612.4,1,8,2023,2023,1,3,Medio,Alto,Bueno,41463.229166666664
Innovative uniform adapter,2023-03-10,2024-03-28,54266.94,0.62,email,B2C,organic,0.64,573869.28,519602.34,3,3,2023,2024,1,1,Alto,Alto,Excelente,84792.09375
Switchable neutral algorithm,2023-05-01,2023-12-12,59805.35,0.54,podcast,B2C,paid,0.64,974539.8,914734.4500000001,5,12,2023,2023,2,4,Medio,Alto,Bueno,93445.859375
Operative 5thgeneration superstructure,2023-07-02,2023-10-21,59767.18,0.51,podcast,B2C,organic,0.59,842318.7,782551.5199999999,7,10,2023,2023,3,4,Medio,Medio,Bueno,101300.30508474576
Triple-buffered didactic monitoring,2022-12-28,2023-11-22,35082.9,0.67,podcast,B2B,promotion,0.5,193585.62,158502.72,12,11,2022,2023,4,4,Alto,Medio,Bueno,70165.8
Realigned scalable moderator,2023-04-07,2023-10-03,55780.6,0.54,email,B2B,referral,0.19,996578.25,940797.65,4,10,2023,2023,2,4,Medio,Bajo,Regular,293582.10526315786
Multi-lateral responsive info-mediaries,2023-05-13,2023-09-24,34344.65,0.67,webinar,B2C,referral,0.91,228461.91,194117.26,5,9,2023,2023,2,3,Alto,Alto,Excelente,37741.37362637363
Grass-roots directional help-desk,2023-03-22,2023-08-19,62805.97,0.94,social media,B2C,referral,0.62,318869.86,256063.88999999998,3,8,2023,2023,1,3,Alto,Alto,Excelente,101299.95161290323
Reduced didactic leverage,2022-08-06,2023-11-03,12895.48,0.95,social media,B2B,referral,0.9,619182.58,606287.1,8,11,2022,2023,3,4,Alto,Alto,Excelente,14328.31111111111
Total methodical array,2022-12-31,2024-06-26,20586.89,0.13,podcast,B2B,referral,0.82,364266.44,343679.55,12,6,2022,2024,4,2,Bajo,Alto,Regular,25105.96341463415
Balanced optimizing challenge,2023-05-28,2024-04-14,45083.57,0.51,webinar,B2C,organic,0.69,743998.41,698914.8400000001,5,4,2023,2024,2,2,Medio,Alto,Bueno,65338.507246376816
Persevering disintermediate parallelism,2022-09-15,2023-11-30,19393.55,0.59,email,B2C,promotion,0.71,513490.43,494096.88,9,11,2022,2023,3,4,Medio,Alto,Bueno,27314.859154929578
Horizontal system-worthy neural-net,2023-06-09,2023-09-20,77848.2,0.65,webinar,B2C,paid,0.74,753981.45,676133.25,6,9,2023,2023,2,3,Alto,Alto,Excelente,105200.27027027027
Grass-roots multi-tasking throughput,2023-05-21,2024-07-11,13087.55,0.43,podcast,B2C,organic,0.21,293380.77,280293.22000000003,5,7,2023,2024,2,3,Medio,Bajo,Regular,62321.666666666664
Intuitive didactic interface,2022-09-06,2024-07-17,41350.29,0.82,email,B2C,paid,0.18,953178.97,911828.6799999999,9,7,2022,2024,3,3,Alto,Bajo,Regular,229723.83333333334
Enterprise-wide non-volatile hardware,2023-03-06,2023-09-09,82065.39,0.81,webinar,B2C,referral,0.24,52944.0,-29121.39,3,9,2023,2023,1,3,Alto,Bajo,Regular,341939.125
Reduced actuating toolset,2023-06-23,2024-02-20,14225.39,0.45,webinar,B2C,paid,0.51,215641.53,201416.14,6,2,2023,2024,2,1,Medio,Medio,Bueno,27892.92156862745
Front-line value-added alliance,2023-01-16,2023-12-05,28165.81,0.37,social media,B2B,promotion,0.3,269187.84,241022.03000000003,1,12,2023,2023,1,4,Medio,Bajo,Regular,93886.03333333334
Organic regional open architecture,2022-09-04,2024-02-25,21006.57,0.27,social media,B2B,paid,0.59,653863.78,632857.2100000001,9,2,2022,2024,3,1,Bajo,Medio,Regular,35604.35593220339
Function-based dedicated database,2023-07-20,2023-08-11,49513.98,0.53,webinar,B2B,referral,0.39,364635.64,315121.66000000003,7,8,2023,2023,3,3,Medio,Medio,Bueno,126958.92307692308
Monitored even-keeled encryption,2022-09-30,2024-02-14,83745.94,0.13,email,B2B,promotion,0.21,415745.84,331999.9,9,2,2022,2024,3,1,Bajo,Bajo,Regular,398790.1904761905
Stand-alone zero-defect contingency,2023-01-06,2024-03-15,10894.5,0.32,podcast,B2C,paid,0.96,74641.15,63746.649999999994,1,3,2023,2024,1,1,Medio,Alto,Bueno,11348.4375
Exclusive bi-directional architecture,2023-04-03,2024-02-23,52366.3,0.99,podcast,B2B,paid,0.21,852040.1,799673.7999999999,4,2,2023,2024,2,1,Alto,Bajo,Regular,249363.33333333334
Optional real-time installation,2023-04-10,2024-05-03,80463.24,0.19,email,B2C,paid,0.88,780686.73,700223.49,4,5,2023,2024,2,2,Bajo,Alto,Regular,91435.5
Proactive 6thgeneration interface,2023-05-06,2024-04-18,2990.39,0.58,podcast,B2B,organic,0.62,568028.33,565037.94,5,4,2023,2024,2,2,Medio,Alto,Bueno,4823.209677419355
Synchronized fresh-thinking functionalities,2022-10-01,2024-05-05,43575.1,0.44,social media,B2C,promotion,0.8,735883.2,692308.1,10,5,2022,2024,4,2,Medio,Alto,Bueno,54468.87499999999
Multi-layered coherent instruction set,2023-06-23,2023-12-06,26628.67,0.59,email,B2B,promotion,0.3,705889.68,679261.01,6,12,2023,2023,2,4,Medio,Bajo,Regular,88762.23333333334
Reduced attitude-oriented model,2023-05-14,2023-12-16,14188.58,0.39,email,B2B,promotion,0.13,545673.57,531484.99,5,12,2023,2023,2,4,Medio,Bajo,Regular,109142.92307692308
Exclusive 3rdgeneration definition,2022-10-05,2023-11-14,95454.75,0.42,webinar,B2C,promotion,0.92,656823.42,561368.67,10,11,2022,2023,4,4,Medio,Alto,Bueno,103755.16304347826
Multi-lateral value-added encryption,2022-11-14,2024-03-05,73923.82,0.67,webinar,B2C,promotion,0.91,234741.14,160817.32,11,3,2022,2024,4,1,Alto,Alto,Excelente,81234.96703296703
Synchronized client-server concept,2022-08-08,2023-12-06,58913.37,0.89,email,B2B,paid,0.0,518001.77,459088.4,8,12,2022,2023,3,4,Alto,Bajo,Regular,inf
Total regional open system,2022-08-30,2023-12-30,63015.1,0.21,podcast,B2C,organic,0.28,375915.84,312900.74000000005,8,12,2022,2023,3,4,Bajo,Bajo,Regular,225053.92857142855
Optional uniform projection,2023-07-31,2024-03-23,13418.23,0.64,podcast,B2B,referral,0.94,160381.96,146963.72999999998,7,3,2023,2024,3,1,Alto,Alto,Excelente,14274.712765957447
Universal regional open architecture,2022-10-22,2024-07-15,78420.98,0.35,podcast,B2C,promotion,0.78,723243.77,644822.79,10,7,2022,2024,4,3,Medio,Alto,Bueno,100539.71794871794
Quality-focused regional database,2023-03-06,2023-08-26,47487.19,0.76,podcast,B2B,organic,0.71,714495.43,667008.24,3,8,2023,2023,1,3,Alto,Alto,Excelente,66883.3661971831
Enhanced neutral encryption,2023-05-25,2024-02-10,44782.56,0.33,podcast,B2C,referral,0.46,561816.86,517034.3,5,2,2023,2024,2,1,Medio,Medio,Bueno,97353.39130434781
Secured stable process improvement,2023-05-28,2024-01-09,93037.93,0.45,podcast,B2B,referral,0.52,669136.1,576098.1699999999,5,1,2023,2024,2,1,Medio,Medio,Bueno,178919.09615384613
Multi-channeled 24/7 implementation,2023-04-09,2024-05-03,4888.71,0.98,email,B2C,referral,0.76,386978.7,382089.99,4,5,2023,2024,2,2,Alto,Alto,Excelente,6432.513157894737
Operative intermediate alliance,2022-09-17,2023-11-12,2523.19,0.9,webinar,B2B,promotion,0.69,781037.44,778514.25,9,11,2022,2023,3,4,Alto,Alto,Excelente,3656.797101449276
Synergistic asymmetric task-force,2023-07-17,2023-12-14,26419.1,0.35,podcast,B2C,referral,0.29,64408.3,37989.200000000004,7,12,2023,2023,3,4,Medio,Bajo,Regular,91100.3448275862
Self-enabling 3rdgeneration migration,2022-08-30,2024-04-12,70705.99,0.51,podcast,B2B,organic,0.44,859502.9,788796.91,8,4,2022,2024,3,2,Medio,Medio,Bueno,160695.43181818182
Decentralized multimedia open architecture,2023-04-25,2024-07-24,49206.43,0.15,webinar,B2B,promotion,0.18,33048.36,-16158.07,4,7,2023,2024,2,3,Bajo,Bajo,Regular,273369.05555555556
Optional responsive approach,2023-06-23,2023-08-15,96511.42,0.0,email,B2C,referral,0.4,526682.95,430171.52999999997,6,8,2023,2023,2,3,Bajo,Medio,Regular,241278.55
Programmable fault-tolerant intranet,2022-10-01,2024-02-17,47198.52,0.8,email,B2B,paid,0.0,294588.36,247389.84,10,2,2022,2024,4,1,Alto,Bajo,Regular,inf
Multi-tiered stable focus group,2023-05-07,2024-07-03,36050.73,0.58,email,B2B,paid,0.88,529761.7,493710.97,5,7,2023,2024,2,3,Medio,Alto,Bueno,40966.73863636364
Diverse even-keeled customer loyalty,2023-05-03,2023-09-21,92591.26,0.56,webinar,B2B,organic,0.75,416169.0,323577.74,5,9,2023,2023,2,3,Medio,Alto,Bueno,123455.01333333332
Inverse neutral strategy,2023-07-28,2023-08-19,21426.33,0.91,email,B2C,referral,0.21,198577.84,177151.51,7,8,2023,2023,3,3,Alto,Bajo,Regular,102030.14285714287
Intuitive foreground access,2023-06-12,2023-12-05,43491.12,0.13,podcast,B2B,paid,0.49,242866.77,199375.65,6,12,2023,2023,2,4,Bajo,Medio,Regular,88757.38775510204
Universal 24/7 strategy,2022-12-18,2023-12-22,85026.27,0.17,webinar,B2C,paid,0.78,37752.49,-47273.780000000006,12,12,2022,2023,4,4,Bajo,Alto,Regular,109008.03846153847
Managed well-modulated artificial intelligence,2023-04-07,2024-07-27,70113.41,0.66,webinar,B2B,organic,0.15,576877.42,506764.01,4,7,2023,2024,2,3,Alto,Bajo,Regular,467422.7333333334
Inverse dynamic flexibility,2023-07-26,2024-06-17,19497.93,0.98,email,B2B,organic,0.44,554696.15,535198.22,7,6,2023,2024,3,2,Alto,Medio,Bueno,44313.47727272727
Optional context-sensitive standardization,2023-02-25,2024-03-06,68805.2,0.17,webinar,B2C,organic,0.43,832986.82,764181.62,2,3,2023,2024,1,1,Bajo,Medio,Regular,160012.09302325582
Organized fault-tolerant forecast,2023-01-29,2023-12-20,86544.19,0.61,email,B2C,paid,0.89,470646.48,384102.29,1,12,2023,2023,1,4,Alto,Alto,Excelente,97240.66292134831
Multi-layered neutral capacity,2023-02-26,2024-01-31,55609.69,0.78,webinar,B2C,promotion,0.35,338956.86,283347.17,2,1,2023,2024,1,1,Alto,Medio,Bueno,158884.82857142857
Re-engineered 6thgeneration access,2022-09-20,2023-10-06,46919.95,0.5,podcast,B2C,promotion,0.72,482058.25,435138.3,9,10,2022,2023,3,4,Medio,Alto,Bueno,65166.59722222222
Inverse context-sensitive middleware,2023-06-18,2023-08-06,12991.78,0.91,social media,B2B,referral,0.81,50038.34,37046.56,6,8,2023,2023,2,3,Alto,Alto,Excelente,16039.234567901234
Multi-lateral cohesive access,2022-12-12,2023-10-09,88842.63,0.32,webinar,B2C,paid,0.97,743450.84,654608.21,12,10,2022,2023,4,4,Medio,Alto,Bueno,91590.34020618557
Seamless asymmetric core,2023-03-02,2023-08-24,88036.35,0.55,email,B2C,paid,0.96,372199.48,284163.13,3,8,2023,2023,1,3,Medio,Alto,Bueno,91704.53125000001
Automated tangible frame,2022-12-17,2024-01-19,90591.66,0.68,podcast,B2B,promotion,0.54,701988.4,611396.74,12,1,2022,2024,4,1,Alto,Medio,Bueno,167762.33333333334
Centralized modular Graphical User Interface,2023-05-13,2024-04-11,90434.18,0.53,email,B2C,paid,0.48,298831.91,208397.72999999998,5,4,2023,2024,2,2,Medio,Medio,Bueno,188404.54166666666
Organic actuating firmware,2023-07-07,2023-10-03,38665.1,0.14,email,B2B,paid,0.29,74042.78,35377.68,7,10,2023,2023,3,4,Bajo,Bajo,Regular,133327.93103448275
Organized demand-driven parallelism,2022-10-17,2024-06-09,21791.46,0.82,webinar,B2B,promotion,0.87,933125.94,911334.48,10,6,2022,2024,4,2,Alto,Alto,Excelente,25047.655172413793
Enterprise-wide intangible concept,2022-11-16,2023-08-26,56663.23,0.66,social media,B2B,referral,0.0,974349.5,917686.27,11,8,2022,2023,4,3,Alto,Bajo,Regular,inf
Re-contextualized 24/7 policy,2023-05-19,2023-09-12,5057.31,0.31,webinar,B2C,paid,0.89,725945.11,720887.7999999999,5,9,2023,2023,2,3,Medio,Alto,Bueno,5682.370786516854
Virtual client-driven benchmark,2023-05-09,2024-02-02,77036.39,0.78,webinar,B2B,paid,0.95,250572.82,173536.43,5,2,2023,2024,2,1,Alto,Alto,Excelente,81090.93684210526
Digitized value-added access,2023-05-03,2023-12-21,37988.85,0.48,podcast,B2C,promotion,0.34,805684.2,767695.35,5,12,2023,2023,2,4,Medio,Medio,Bueno,111731.91176470587
Streamlined bifurcated extranet,2022-09-28,2024-06-06,36751.1,0.74,webinar,B2B,promotion,0.47,51103.46,14352.36,9,6,2022,2024,3,2,Alto,Medio,Bueno,78193.82978723405
Re-engineered heuristic conglomeration,2022-11-13,2024-01-25,49256.5,0.17,podcast,B2C,paid,0.87,311979.25,262722.75,11,1,2022,2024,4,1,Bajo,Alto,Regular,56616.666666666664
Adaptive empowering contingency,2023-03-27,2024-03-04,31145.23,0.54,webinar,B2B,referral,0.8,34167.86,3022.630000000001,3,3,2023,2024,1,1,Medio,Alto,Bueno,38931.5375
Balanced national firmware,2022-08-31,2023-11-17,41188.16,0.9,social media,B2B,referral,0.68,811151.68,769963.52,8,11,2022,2023,3,4,Alto,Alto,Excelente,60570.82352941176
Re-engineered neutral concept,2022-10-18,2024-01-13,41672.13,0.57,social media,B2C,promotion,0.2,262019.8,220347.66999999998,10,1,2022,2024,4,1,Medio,Bajo,Regular,208360.64999999997
User-friendly encompassing functionalities,2023-02-03,2024-07-18,80301.86,0.43,podcast,B2B,promotion,0.73,77385.32,-2916.5399999999936,2,7,2023,2024,1,3,Medio,Alto,Bueno,110002.54794520549
Enhanced bifurcated solution,2022-10-30,2023-09-09,10618.97,0.87,webinar,B2B,promotion,0.92,704819.76,694200.79,10,9,2022,2023,4,3,Alto,Alto,Excelente,11542.358695652172
Monitored regional complexity,2022-11-02,2023-11-20,76690.16,0.39,webinar,B2B,paid,0.56,227037.77,150347.61,11,11,2022,2023,4,4,Medio,Medio,Bueno,136946.7142857143
Persistent incremental neural-net,2022-08-15,2024-05-06,43349.83,0.34,podcast,B2C,paid,0.68,255076.72,211726.89,8,5,2022,2024,3,2,Medio,Alto,Bueno,63749.75
Cross-platform client-server circuit,2023-04-19,2024-02-22,67118.97,0.9,webinar,B2B,promotion,0.53,382745.39,315626.42000000004,4,2,2023,2024,2,1,Alto,Medio,Bueno,126639.56603773584
Customizable clear-thinking adapter,2023-07-22,2024-04-30,74856.71,0.43,podcast,B2B,referral,0.99,266833.31,191976.59999999998,7,4,2023,2024,3,2,Medio,Alto,Bueno,75612.83838383839
Up-sized multi-state database,2023-06-17,2024-02-08,99343.38,0.6,podcast,B2B,paid,0.96,466268.52,366925.14,6,2,2023,2024,2,1,Medio,Alto,Bueno,103482.68750000001
Object-based didactic intranet,2023-07-21,2024-06-17,6430.7,0.64,social media,B2B,paid,0.46,986258.1,979827.4,7,6,2023,2024,3,2,Alto,Medio,Bueno,13979.782608695652
Multi-lateral tangible framework,2022-10-05,2023-10-03,99248.28,0.31,social media,B2B,organic,0.32,541733.65,442485.37,10,10,2022,2023,4,4,Medio,Medio,Bueno,310150.875
Profound multimedia framework,2022-11-04,2024-05-28,7954.2,0.98,webinar,B2B,paid,0.81,604761.26,596807.06,11,5,2022,2024,4,2,Alto,Alto,Excelente,9820.0
Object-based intermediate attitude,2022-11-05,2024-02-17,2698.11,0.56,social media,B2B,paid,0.17,876092.32,873394.21,11,2,2022,2024,4,1,Medio,Bajo,Regular,15871.235294117647
Horizontal maximized moderator,2023-01-15,2024-05-03,57491.61,0.15,webinar,B2C,promotion,0.86,220710.44,163218.83000000002,1,5,2023,2024,1,2,Bajo,Alto,Regular,66850.70930232559
Innovative intangible complexity,2022-09-03,2024-03-04,19992.62,0.46,social media,B2C,referral,0.62,910901.4,890908.78,9,3,2022,2024,3,1,Medio,Alto,Bueno,32246.16129032258
Compatible 6thgeneration portal,2023-07-06,2024-07-11,40419.75,0.3,webinar,B2B,organic,0.76,478886.94,438467.19,7,7,2023,2024,3,3,Bajo,Alto,Regular,53183.88157894737
De-engineered foreground attitude,2023-02-06,2024-04-02,75267.4,0.16,social media,B2B,referral,0.49,845286.27,770018.87,2,4,2023,2024,1,2,Bajo,Medio,Regular,153606.9387755102
Public-key directional orchestration,2023-02-26,2024-04-14,52485.67,0.18,email,B2C,paid,0.65,593541.4,541055.73,2,4,2023,2024,1,2,Bajo,Alto,Regular,80747.18461538461
Optimized content-based matrix,2023-01-17,2024-01-22,33107.4,0.79,social media,B2C,paid,0.1,796971.65,763864.25,1,1,2023,2024,1,1,Alto,Bajo,Regular,331074.0
De-engineered bandwidth-monitored solution,2023-03-05,2023-12-23,53505.82,0.75,email,B2B,paid,0.62,833607.67,780101.8500000001,3,12,2023,2023,1,4,Alto,Alto,Excelente,86299.70967741935
Horizontal asymmetric contingency,2022-09-16,2024-05-08,99714.19,0.23,email,B2C,referral,0.7,7622.28,-92091.91,9,5,2022,2024,3,2,Bajo,Alto,Regular,142448.84285714288
Grass-roots non-volatile hub,2022-11-28,2024-05-11,91458.81,0.86,podcast,B2B,promotion,0.84,679885.89,588427.0800000001,11,5,2022,2024,4,2,Alto,Alto,Excelente,108879.53571428571
Reverse-engineered attitude-oriented task-force,2023-03-12,2024-07-28,82832.93,0.73,social media,B2B,organic,0.99,974376.54,891543.6100000001,3,7,2023,2024,1,3,Alto,Alto,Excelente,83669.62626262626
Synergized mission-critical conglomeration,2023-07-22,2024-03-23,84628.79,0.38,webinar,B2B,organic,0.18,27207.72,-57421.06999999999,7,3,2023,2024,3,1,Medio,Bajo,Regular,470159.94444444444
Configurable transitional data-warehouse,2023-05-08,2024-03-22,64944.48,0.4,email,B2B,referral,0.98,881173.83,816229.35,5,3,2023,2024,2,1,Medio,Alto,Bueno,66269.87755102041
Ergonomic global project,2023-05-12,2024-06-04,78379.56,0.85,webinar,B2B,promotion,0.29,152577.96,74198.4,5,6,2023,2024,2,2,Alto,Bajo,Regular,270274.3448275862
Sharable 24/7 Graphic Interface,2023-05-09,2024-05-13,24433.75,0.41,social media,B2B,referral,0.23,184897.69,160463.94,5,5,2023,2024,2,2,Medio,Bajo,Regular,106233.6956521739
Progressive directional secured line,2022-12-27,2024-01-18,74898.2,0.21,webinar,B2B,referral,0.79,462470.31,387572.11,12,1,2022,2024,4,1,Bajo,Alto,Regular,94807.84810126582
Compatible tertiary alliance,2022-08-09,2024-07-02,3934.75,0.2,webinar,B2B,promotion,0.25,89250.13,85315.38,8,7,2022,2024,3,3,Bajo,Bajo,Regular,15739.0
Face-to-face 6thgeneration methodology,2023-06-22,2024-06-02,64308.7,0.79,webinar,B2B,referral,0.85,834244.46,769935.76,6,6,2023,2024,2,2,Alto,Alto,Excelente,75657.29411764706
Customer-focused asymmetric workforce,2023-05-24,2024-01-23,76873.7,0.26,social media,B2C,paid,0.16,975307.6,898433.9,5,1,2023,2024,2,1,Bajo,Bajo,Regular,480460.625
